Invoice_ID,Date,Store,Category,Product,Quantity,Unit_Price,Total_Price,Discount,Net_Price,Payment_Method,Customer_Name,Customer_City,Customer_Email
038027b0-b60e-49bd-ac4f-986e06026380,2024-10-28,Store_8,Snacks,Cookies,3,21.97,65.91,4.03,61.88,Wallet,Jessica Newman,Ericastad,deborah89@lopez-maddox.com
0ea62342-6ede-4c9f-b267-a47683dd57c7,2024-06-25,Store_7,Vegetables,Carrot,7,444.21,3109.47,447.51,2661.96,UPI,Eric Jones,Michelleburgh,nataliegomez@christian-williams.com
ca2e533c-8509-470d-a366-abfeb98332cd,2025-09-20,Store_2,Frozen Foods,Ice Cream,3,331.47,994.41,1.38,993.03,UPI,Elizabeth Valenzuela,Juarezmouth,moorestephanie@davis.com
a351d269-9ca9-42aa-9d45-3426c064244c,2024-12-26,Store_2,Snacks,Cookies,9,237.63,2138.67,298.03,1840.64,UPI,Ryan Hall,Jenniferfort,gina35@hotmail.com
2800fe67-9877-4951-b569-f4498163d6e6,2024-01-18,Store_8,Dairy,Yogurt,9,494.07,4446.63,661.94,3784.69,Wallet,Patrick Dillon,Ramseyside,christina52@hotmail.com
9e6fc3cd-5ee8-4630-85a1-c6fc37b2504c,2024-12-23,Store_8,Household,Toothpaste,9,228.5,2056.5,81.83,1974.67,UPI,Sara Wilson,West Kristenshire,phall@mcfarland.info
a15f84c9-7a12-45cd-93c8-93bc34e39f6c,2025-08-12,Store_4,Beverages,Pepsi,5,385.25,1926.25,251.04,1675.21,Debit Card,Miranda Duffy,New Nicole,sarahwilliams@hotmail.com
5099695f-e3b9-4183-b300-f99caf153bb0,2024-03-29,Store_9,Meat,Chicken,5,124.9,624.5,52.43,572.07,Cash,Patricia Oneal,North Robert,thomasjames@serrano-martinez.com
8f9c9bfb-d64c-4407-95be-e01f7e3e68c6,2024-04-15,Store_4,Dairy,Cheese,4,197.69,790.76,30.21,760.55,Cash,Felicia Davis,North Joseph,davidjohnson@williams-fernandez.info
0225d36f-dfbc-4238-ba0d-8c48fba8747e,2025-04-24,Store_4,Frozen Foods,Frozen Fries,6,275.88,1655.28,172.06,1483.22,UPI,Laura Walters,Ballardtown,qsimmons@gmail.com
ebf16b5f-33d6-45a6-9d20-3e7f535a0b22,2025-05-04,Store_6,Frozen Foods,Frozen Pizza,10,196.39,1963.9,2.89,1961.01,Debit Card,Michael Macias,Smithberg,davissherry@lopez.com
20ca1cc0-28a3-4dfd-92d0-4538467f53e3,2025-03-28,Store_10,Frozen Foods,Frozen Fries,9,376.28,3386.52,462.37,2924.15,Credit Card,Christopher Brown,Lake Matthewmouth,douglasgolden@yahoo.com
fb72758d-4547-4a74-a3d5-1dcb8b4bec17,2024-05-13,Store_6,Meat,Beef,5,223.56,1117.8,8.11,1109.69,UPI,Justin Turner,North Phyllis,benjamin53@yahoo.com
a6e63011-b26f-4215-9085-5b11db085fef,2025-06-14,Store_7,Dairy,Yogurt,3,490.55,1471.65,196.51,1275.14,Wallet,April Robertson,North Ralph,jeffreymitchell@yahoo.com
3cfbb40f-e404-425e-984a-0dde02ad020c,2024-02-17,Store_8,Personal Care,Lotion,2,324.95,649.9,22.05,627.85,Credit Card,Jennifer Thomas,Maryhaven,benjamin21@yahoo.com
ede42552-c4b0-4766-a6d2-9d2a2882d1b5,2025-07-14,Store_6,Fruits,Orange,7,170.4,1192.8,135.59,1057.21,UPI,Sarah Bailey,Hollytown,roachstephanie@parker.org
c96c0a17-b8a4-4585-b546-ec158272cfc0,2024-08-29,Store_9,Beverages,Tea,5,419.11,2095.55,246.39,1849.16,Cash,Phillip Carlson,Port Matthewberg,melindavargas@gmail.com
4820fd3c-9a97-4deb-8860-fbbfe140ac20,2024-09-13,Store_1,Bakery,Cake,2,392.8,785.6,128.0,657.6,Credit Card,Tina Coleman,North Alexandratown,michaelholmes@watts.info
321b38ac-06c1-4cfd-ac8a-7fc188cf82fb,2024-01-19,Store_2,Snacks,Chips,10,84.67,846.7,26.72,819.98,Wallet,Devin Ward,Jeffreyburgh,zjohnson@hotmail.com
5d0da5ca-3783-4f03-8d38-75e1957c2e3b,2024-11-01,Store_10,Snacks,Popcorn,5,385.78,1928.9,80.91,1847.99,Cash,Patrick Rodriguez,Singhmouth,amysnyder@murray.com
d0f55b1e-3480-42a8-8296-2ad6ff58a6c0,2023-12-09,Store_10,Dairy,Butter,2,293.56,587.12,136.34,450.78,UPI,Kelsey Smith,South Amy,hawkinshector@yahoo.com
9166598b-29aa-4e83-aa43-b3bbd64649cc,2024-04-07,Store_4,Frozen Foods,Ice Cream,2,300.13,600.26,124.64,475.62,Cash,Tina Willis,South Dylan,ztaylor@yahoo.com
e0a48421-b3d6-47e5-904d-0e24052dffb8,2024-09-30,Store_10,Beverages,Water,10,404.71,4047.1,805.6,3241.5,Cash,Charlene Burch,South Brookehaven,billyfarley@gmail.com
a55996ec-b9e9-4081-a8ac-5c2aa108abfd,2023-12-08,Store_6,Bakery,Donut,7,334.15,2339.05,40.32,2298.73,Cash,Robyn Turner,West Stephenstad,abigail82@hotmail.com
e098bbeb-4122-4814-a976-2d26f9f3de1e,2025-07-03,Store_8,Frozen Foods,Frozen Fries,2,222.43,444.86,40.28,404.58,Credit Card,Tammy Barajas,Butlershire,darrellnichols@yahoo.com
b4845a3a-58fb-4ef2-aca2-0ff58968a1c4,2024-02-02,Store_9,Frozen Foods,Ice Cream,9,483.08,4347.72,293.56,4054.16,UPI,Melissa Cantu,Parkerborough,anita42@stanley-jones.com
fbaf2e46-eb60-4281-882f-233a8ef2b70a,2024-06-08,Store_2,Meat,Pork,10,141.51,1415.1,301.31,1113.79,Debit Card,Judith Bruce,Meyerview,fwoodward@hotmail.com
1192abac-8e38-47f9-8034-4118340581a4,2025-05-18,Store_6,Meat,Beef,8,289.23,2313.84,386.52,1927.32,Cash,Angela Smith,Williamview,diazkevin@yahoo.com
3b5d2f8a-0e92-4031-afa0-1c5dcba57288,2025-06-18,Store_5,Meat,Fish,3,248.9,746.7,66.24,680.46,Debit Card,Mark Green,Michaelberg,fergusontodd@gmail.com
7facef33-87d7-4033-9521-31d38f85ce33,2025-01-17,Store_4,Beverages,Coffee,5,282.34,1411.7,182.33,1229.37,Cash,Kaitlyn Sanford,East Kimberlyton,asmith@lee.com
7b78e018-257c-4d9d-8e78-9f9bb689ade2,2025-07-15,Store_8,Snacks,Popcorn,8,282.04,2256.32,135.56,2120.76,UPI,Teresa Allen,Timothyshire,jennifer43@gmail.com
a04c0e4a-92e6-4837-b2ff-537f27511d14,2025-07-20,Store_4,Meat,Chicken,2,154.18,308.36,31.18,277.18,Debit Card,Larry Zimmerman,Smithtown,shawnlarson@hotmail.com
2b10effe-efe6-4cbd-9133-0720967a27e9,2025-01-29,Store_9,Personal Care,Toothbrush,8,281.2,2249.6,193.33,2056.27,Debit Card,Michael Archer,Marymouth,robert15@hughes.org
0f5d1227-6363-4c30-a130-b27d4fb255a5,2024-09-27,Store_4,Bakery,Muffin,5,160.25,801.25,46.18,755.07,Debit Card,Ian Carrillo,Port Susanfurt,wross@lewis.com
371ba2e6-b0cc-427e-ae82-2a18bc45cdfb,2024-04-13,Store_4,Vegetables,Spinach,9,475.93,4283.37,739.06,3544.31,Credit Card,Cody Perez,Andrewville,zporter@george.com
5c00d7f6-196b-44ec-a25b-2a2710905202,2025-02-22,Store_5,Meat,Fish,10,488.54,4885.4,640.77,4244.63,Cash,Christopher Adams,East Joshua,johnpadilla@bishop.com
de13b14d-ac4d-4c8d-9fd2-4fc1440d6ec5,2025-06-26,Store_9,Snacks,Chocolate,4,186.83,747.32,56.47,690.85,Credit Card,Elizabeth Cobb,North Nicole,valdezjared@brown.com
0c4eb16b-ac39-40a1-97cf-f144cff7d2b5,2025-03-25,Store_3,Beverages,Coke,1,281.15,281.15,49.02,232.13,UPI,Carla Nielsen,Danielmouth,summer29@johnson.net
51513e2e-146d-47aa-b132-0295ff1c30d8,2024-06-04,Store_6,Vegetables,Tomato,10,149.33,1493.3,178.72,1314.58,Credit Card,Andrew Ramirez,New Joshua,mphillips@yahoo.com
c93fe233-64e2-4602-a18c-e832c96cd4e7,2025-07-04,Store_8,Fruits,Orange,8,65.9,527.2,8.61,518.59,Cash,Andrew Gardner,Gonzalezfort,caitlyn07@hotmail.com
bab58a86-db8f-4f93-949b-0d54b5487b93,2025-05-18,Store_5,Personal Care,Lotion,3,83.11,249.33,35.08,214.25,Cash,James Schmidt,Jillburgh,roger15@cameron-glenn.com
71d058f6-a79c-4199-91ce-8a2ac09a0ff5,2024-04-08,Store_10,Snacks,Chips,9,384.58,3461.22,524.65,2936.57,Credit Card,Shannon Daniels,North Lisa,bethroberts@rhodes.com
041b00e1-2f16-4207-9bb9-b9f97d41085c,2023-10-23,Store_10,Household,Toothpaste,8,455.17,3641.36,270.69,3370.67,UPI,Lindsey Meyers,West Elizabeth,reesesara@yahoo.com
01145355-8485-4394-b176-ea98dba8747b,2025-04-11,Store_2,Beverages,Coffee,10,39.51,395.1,94.83,300.27,Credit Card,Thomas Miller,Port Amy,pamelahoffman@pena.com
251cb3ee-1125-452e-a29d-70b4f9f3ed95,2025-05-21,Store_2,Snacks,Chocolate,2,86.96,173.92,7.56,166.36,Credit Card,Angela Skinner,East Howard,eingram@bell-knapp.org
4ec29281-8cbb-4dca-9a81-c0d4b11071b9,2024-04-03,Store_1,Fruits,Grapes,8,347.79,2782.32,326.86,2455.46,Credit Card,Bradley Murphy,Delgadoborough,paulmcgrath@hotmail.com
d67f49ed-72d6-42ca-959d-4aa433eb9297,2024-05-20,Store_4,Beverages,Water,5,354.46,1772.3,201.17,1571.13,Debit Card,Benjamin Rosales,Mooremouth,lmartin@hotmail.com
14763e33-9cd5-4afe-8539-c967253d0581,2025-09-11,Store_3,Personal Care,Deodorant,7,66.24,463.68,26.06,437.62,Debit Card,Samuel Johnson,East Karen,hvelazquez@yahoo.com
9c1024da-d3c5-4e7a-a67f-632d2b0d91ab,2023-12-29,Store_10,Dairy,Milk,1,91.3,91.3,7.02,84.28,Debit Card,Joseph Hall,East Michael,rushjeffery@yahoo.com
b75570b5-a955-4f9b-98c7-0883300bd634,2025-07-18,Store_5,Meat,Chicken,8,347.45,2779.6,486.24,2293.36,Wallet,Alexandra Arnold,Port Derekfurt,brendaharvey@short-brown.biz
a5dbce16-9902-4de1-96bd-6d75897ea68e,2023-12-26,Store_7,Household,Toothpaste,8,49.42,395.36,3.94,391.42,Debit Card,Erin Brown,Dickersonbury,ythompson@yahoo.com
a2ebcd49-8f2b-4a19-957b-98bb5968a770,2024-08-12,Store_10,Personal Care,Toothbrush,1,54.75,54.75,13.17,41.58,Wallet,John Ryan,South Christophertown,nlopez@gordon.com
ff8ecb1e-8666-462b-8baf-2890066fa546,2023-11-06,Store_3,Fruits,Pineapple,5,292.36,1461.8,278.88,1182.92,UPI,Andrea Robertson,Hollyfurt,fernandezdouglas@hotmail.com
5424f7fd-19ba-4b54-a7d3-12709509b52b,2025-04-16,Store_8,Household,Toothpaste,5,98.93,494.65,72.38,422.27,Cash,Jordan Santana,New Thomas,jerry88@gmail.com
510b44fc-6297-4e86-9f81-020a4d7afec3,2024-06-12,Store_3,Meat,Fish,7,173.32,1213.24,203.26,1009.98,Debit Card,Julie Bush,New Justin,whitekimberly@hurley.com
2122612f-9c37-4a8f-8c50-36fde4a0c581,2024-07-03,Store_9,Frozen Foods,Frozen Fries,5,334.67,1673.35,167.52,1505.83,Cash,Don Harvey,Lake Johnbury,aharrison@suarez.com
4072f409-fec5-4a15-be06-22333accd368,2024-01-06,Store_7,Meat,Chicken,6,133.68,802.08,23.24,778.84,Wallet,Robert Gould,Tamaraview,jbarry@gmail.com
9861cfee-4d2a-4294-92a2-4f14463bef40,2024-07-12,Store_9,Fruits,Pineapple,9,236.37,2127.33,28.83,2098.5,Debit Card,Jordan Boone,East Kimberly,ryandurham@horton.com
a2912198-ae87-495d-94f2-87a75ca707c5,2025-03-21,Store_9,Personal Care,Face Wash,8,382.4,3059.2,155.68,2903.52,Credit Card,Danielle Maldonado,Langbury,andreathompson@padilla.com
27ccc0d8-75f1-4a0b-acd9-d6f31a4a0115,2025-04-08,Store_10,Beverages,Tea,8,69.5,556.0,135.27,420.73,Credit Card,Danielle Flores,Mcgeeshire,garrett54@smith.com
94694220-cbde-424b-a295-447821493f26,2025-08-07,Store_4,Dairy,Butter,9,16.7,150.3,15.33,134.97,Cash,William Thompson,New Aliciamouth,kevin83@hotmail.com
5c56c2d9-e771-452d-856c-24a08115060f,2024-03-28,Store_9,Meat,Chicken,3,254.2,762.6,136.62,625.98,Debit Card,Jamie James,South Samantha,singletonjeffery@lucas.info
3b0d104f-6421-431c-90a9-1606f3738935,2023-12-12,Store_7,Frozen Foods,Frozen Fries,8,129.43,1035.44,142.7,892.74,Credit Card,Lori Craig,Port John,randy12@wilkins.com
f54b595a-6ffd-4b29-94b3-560761670136,2024-11-28,Store_7,Personal Care,Hair Oil,3,433.37,1300.11,89.79,1210.32,Debit Card,Janet Harmon,West Zachary,qburke@johnson.info
dd06a723-abaa-4551-bcb4-037b55d5d2d3,2025-03-31,Store_10,Household,Shampoo,1,148.59,148.59,11.09,137.5,Wallet,Jack Hoffman,Haleyhaven,rodrigueznatalie@gmail.com
7c9587c6-8f36-4ed1-ab8a-fdb7e7261d06,2024-12-01,Store_9,Meat,Beef,8,273.9,2191.2,189.06,2002.14,Wallet,Holly Franklin,New Joseph,lisa05@hotmail.com
23fd4867-d84e-4499-b66d-6874135b8266,2025-09-10,Store_4,Frozen Foods,Frozen Fries,6,436.1,2616.6,641.57,1975.03,Wallet,Evan Vargas,Mitchellview,matthewthompson@hotmail.com
02f163f2-f19d-4ba1-bed5-e80323a1c03b,2024-01-24,Store_7,Frozen Foods,Ice Cream,7,31.39,219.73,40.91,178.82,UPI,Brandi Suarez,West Roberto,randall76@garner-thompson.com
